[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[1.0, 0.7705611765281208] | [0.7501342044877395, 0.5722115512782963];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.05404264706243283;6;1530
[0.5006612449487916, 0.6251872929718582] | [0.6247421184679036, 0.8080709567865503];java.awt.Color[r=255,g=0,b=0];999.9947351318464;0.08248293440774616;0.08538673104969585;3;836
[0.31740569534892327, 0.4380089799965215] | [0.6250072901621162, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1369023711135116E-13;0.12528244153267631;8;1362
[0.0, 0.0639565361191675] | [0.3062896609382542, 0.19070504264963783];java.awt.Color[r=255,g=255,b=255];999.9999999993016;2.5373561806727968E-8;0.20833342967836427;11;288
[0.21392825127846138, 0.06299648045175771] | [0.25050483560256553, 0.35312411549884715];java.awt.Color[r=255,g=255,b=255];3.375704182076252E-198;2.0263529075284372E-195;0.0747898017247772;7;578
[0.9328542100386031, 0.0] | [1.0, 0.8127344692189633];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04475026858185889;7;6188
[0.1869909833852394, 1.0] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.05488605248115445;6;3656
[0.12421565351765598, 0.06699973292203247] | [0.6451654920291188, 0.8755773545212268];java.awt.Color[r=255,g=255,b=255];1.590326984701963E-99;4.850497303340985E-97;0.09435584874421883;5;442
[0.5006612449487916, 0.12415767349726775] | [0.6247421184679036, 1.0];java.awt.Color[r=255,g=0,b=0];4.031078399999999;28.217548799999996;3.460655844910675E-4;1;4924
[0.6878418977355042, 0.8086640978450955] | [0.3110810419708651, 0.6945178947374906];java.awt.Color[r=0,g=0,b=255];999.9999999999999;1.1368683772161605E-13;0.1011059946884721;8;1586
[0.623336917211467, 0.5015318299952553] | [0.626178736117557, 0.9569037313290969];java.awt.Color[r=0,g=0,b=255];2.5785346930254217E-271;2.11525795984519E-268;0.05578119843463201;7;1430
[0.8130789131490623, 1.0] | [0.5602868599595201, 0.437035125144266];java.awt.Color[r=255,g=255,b=255];1000.0;4.612265553823241E-224;0.11381585346992075;8;864
[0.06418399517970604, 0.420969211337914] | [0.4571957928335727, 0.7459571870003502];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.05975059090130886;8;3524
[0.43615871227659964, 0.09354884139022261] | [0.6444037107095162, 0.7459571870003502];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.06745874661479517;6;1138
[1.0, 0.8771388463053067] | [0.4308155331610926, 0.19597178187015363];java.awt.Color[r=255,g=255,b=255];1.588923095159078E-193;9.337571411076487E-191;0.06842464855073656;6;1008
[0.9279480108331806, 0.8130708492262897] | [0.18540872801498381, 0.05557191066622765];java.awt.Color[r=255,g=255,b=255];1000.0;3.1551797493258296E-107;0.040192258032920376;3;484
[0.188404914159064, 0.43799110378798667] | [0.19233118780217634, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.01908295713378443;3;6714
[0.12488382744027426, 0.43709117817862814] | [0.4365328198967813, 0.6184893040576542];java.awt.Color[r=229,g=178,b=146];1000.0;2.227181738635135E-281;0.20405206923234848;10;2002
[0.5405405924234858, 0.48199647797913914] | [0.3714549670920899, 0.3761885418188659];java.awt.Color[r=0,g=0,b=255];113.31545760000002;350.525232;3.6352681713816494E-4;1;12
[0.18863659189865017, 0.12425950232230126] | [0.4362764218027212, 0.24589516461779215];java.awt.Color[r=139,g=69,b=19];455.9999808991228;544.0003883858303;0.07271404890976879;12;398
[0.9377943804134617, 1.0] | [0.5626958542986997, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];1000.0;1.2598619488653037E-162;0.06502891461552521;5;654
[0.19454045835498227, 0.06299648045175771] | [0.25050483560256553, 0.4008398784872543];java.awt.Color[r=255,g=255,b=255];1.9797969498343253E-211;1.2689355763599321E-208;0.056591146197024475;5;656
[0.757520553904916, 0.0] | [1.0, 0.9437214507118655];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.087156087304478;6;1398
[0.30391558032355137, 0.1879568774804251] | [0.3111829335466709, 0.25141597788387837];java.awt.Color[r=229,g=178,b=146];1000.0;1.2757807273122756E-137;0.17395848319439353;6;252
[0.9395259448653397, 1.0] | [0.5626958542986997, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];1000.0;1.2501487928047283E-160;0.08883164730025662;7;622
[0.6163861930444581, 0.9051195981430701] | [0.8746863832374483, 1.0];java.awt.Color[r=229,g=178,b=146];6.744466630483953E-67;1.4006009035971656E-64;0.051754170479957166;6;1132
[1.0, 0.8759908997513834] | [0.8124673340080641, 0.5631494140818678];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.10746858600579592;7;1036
[1.0, 0.8752365727717083] | [0.4368988682839832, 0.1875974918496604];java.awt.Color[r=139,g=69,b=19];1000.0;8.30941384018679E-131;0.13553837491877313;8;1058
[0.5431401206508193, 0.840931331442743] | [0.12484684792332998, 0.0];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.07317950508685235;7;1128
[0.0, 0.12397437257762924] | [0.12631687010869974, 0.4380848773679032];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04166706523782919;5;1224
[0.48993718920553414, 0.8630186824405199] | [0.8746863832374483, 1.0];java.awt.Color[r=229,g=178,b=146];5.710546209229812E-90;1.5818212999566566E-87;0.051147672563627296;6;1430
[0.629896941494178, 0.8111215189615025] | [0.8709336627706041, 0.7521070897764082];java.awt.Color[r=229,g=178,b=146];1000.0;1.3519412527617655E-86;0.15764944502430184;8;654
[1.0, 0.7638154162045638] | [0.7501342044877395, 0.5792211104171291];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.017878066431820865;2;1300
[0.9508643646392295, 0.9255181788802844] | [0.5622266732812997, 0.5573499480990909];java.awt.Color[r=255,g=255,b=255];703.0;495.0;0.0036000000787768673;1;4
[0.0, 0.25115679180414513] | [0.8743433660553201, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];5.884899955583827E-192;3.4348199407424273E-189;0.10758365006452017;11;1362
[0.30373783342921873, 0.2518429793156837] | [0.9319059532110164, 0.7495948778513971];java.awt.Color[r=229,g=178,b=146];1000.0;9.137650655770503E-146;0.28286004355645866;9;270
[0.31243454195362763, 0.624717410517546] | [0.3127602701132519, 0.0];java.awt.Color[r=229,g=178,b=146];2.212600601540241E-307;2.0584560929662757E-304;0.02072397722749366;3;2986
[0.5996747516000651, 0.9051195981430701] | [0.8746863832374483, 1.0];java.awt.Color[r=229,g=178,b=146];2.4850427907112873E-73;5.641047134914613E-71;0.03288114215396378;4;1162
[0.31243454195362763, 0.624717410517546] | [0.311758834131859, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05528581227786397;8;2962
[0.43626477539735237, 0.3758831646455323] | [0.31439894324699996, 0.09349008892071947];java.awt.Color[r=255,g=255,b=255];999.9999999999975;1.1063214816406366E-10;0.27805485702526606;9;412
[1.0, 0.8753860097009039] | [0.566305018360619, 0.7503762304993409];java.awt.Color[r=0,g=0,b=255];1.565218221993641E-75;3.6469586233771374E-73;0.1169858184510382;12;698
[0.37317039656387696, 0.31670309974971633] | [0.6335350088446393, 0.877118435013333];java.awt.Color[r=0,g=0,b=0];999.9999931237168;1.6732289118083637E-4;0.1375970823362828;5;380
[1.0, 0.8236138623658099] | [0.43837516027887435, 0.5617213790134976];java.awt.Color[r=0,g=0,b=255];3.010655667504439E-129;1.1717065945643169E-126;0.058469929767125645;3;688
[0.5629930486286161, 0.6190252422301613] | [0.3859217111243562, 0.6210584399851802];java.awt.Color[r=0,g=0,b=255];1000.0;1.22548333119739E-173;0.057448157486454356;3;384
[1.0, 0.6910587331611997] | [0.25216571362885837, 0.34824985954820536];java.awt.Color[r=255,g=0,b=0];6.183191316521217E-102;1.894117606627669E-99;0.24684551139572247;26;918
[0.629896941494178, 0.8111215189615025] | [0.8746863832374483, 0.7704614968048211];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1368683772161605E-13;0.13604324220307124;8;564
[0.0, 0.12365770346908965] | [0.11785781793383182, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03285312136035134;5;3224
[0.1772886822527754, 0.0] | [0.3873031461213538, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.03929404591856975;5;1988
[0.0, 0.6606890540133172] | [0.0, 0.31588108562288997];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.02012083560877716;4;6194
[0.5639904676135943, 0.8127267831398005] | [0.12484684792332998, 0.8756071077868384];java.awt.Color[r=255,g=255,b=255];1.9174712891290801E-72;4.301527258612895E-70;0.17855549892935874;24;5584
[0.3055540866520771, 0.22643357503947403] | [0.25075070394810073, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];19.64595734566641;101.00306582118233;0.001945873779270847;1;138
[0.9548132751483831, 0.8806755951268586] | [0.18139508926825984, 0.4363000795201768];java.awt.Color[r=255,g=255,b=255];9.778985399891775E-31;9.681195545892853E-29;0.10559711559057505;10;558
[0.12421565351765598, 0.19073273609650188] | [1.0, 0.7515036699477419];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.25736668627287E-13;0.15645135946605881;12;484
[0.23122841714673656, 0.30829547889106285] | [0.6864239610923994, 0.6121470723957557];java.awt.Color[r=0,g=0,b=0];310.2734258082096;572.7153925630266;0.22195267515943062;3;130
[0.1905995857011314, 0.5112755067638023] | [0.3719722626909856, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.006188131545885825;1;5788
[0.26156726314847617, 0.30829547889106285] | [0.6864239610923994, 0.5823191716634554];java.awt.Color[r=0,g=0,b=0];2.827123319153614E-83;7.285958091813714E-81;0.07427604936751742;3;106
[0.0, 0.124649308756825] | [0.31316168724365034, 0.6817986423809985];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.03850160555129632;3;1226
[0.9378418874704657, 0.0] | [1.0, 0.8127344692189633];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.07261132356635272;11;4712
[1.0, 0.8750735590619094] | [0.8124673340080641, 0.5631494140818678];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.10270324372703865;7;886
[0.745282960022983, 0.6306268766683735] | [0.31270693629608376, 0.37249890313974654];java.awt.Color[r=0,g=0,b=255];1000.0;1.5796703588395453E-32;0.1648415251345707;6;172
[0.6878418977355042, 0.8126760604142513] | [0.3110810419708651, 0.6910741902175229];java.awt.Color[r=0,g=0,b=255];999.9999999999999;1.1368683772161605E-13;0.16514012838715428;12;1276
[1.0, 0.15616387860610995] | [0.9609886639290496, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.03520461507463523;4;898
[0.5835320585425473, 0.31504723063513673] | [0.8119986042479622, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.045922960835287296;5;1348
[0.25173492136869796, 0.5618389534381513] | [0.8117927221272371, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.02310971880035814;3;1558
[0.21350517950772277, 0.5618389534381513] | [0.8117927221272371, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.023573407403870622;3;1762
[0.17298758490020535, 0.1275941529150389] | [0.9440056294622989, 0.7518648348390663];java.awt.Color[r=229,g=178,b=146];3.1495602535696886E-229;2.1798818741830224E-226;0.07332636040953339;5;226
[0.16748292255353173, 1.0] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.06401996385666125;7;2826
[0.0, 0.061821719837682906] | [0.6943175102445991, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.08570399597223652;4;500
[0.188404914159064, 0.43799110378798667] | [0.17466089835111243, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.019248786199621764;3;5306
[0.43710601271063143, 0.8421580409108157] | [0.6882683023151234, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];1.9026617815406477E-202;1.1701369956474997E-199;0.028844639348024725;4;4070
[0.4365808620510186, 0.5165811461822589] | [0.626882384827639, 0.6747648017243889];java.awt.Color[r=0,g=0,b=255];168.77196919923517;448.42410304268526;0.02061249642368012;7;108
[0.1866111663005869, 0.0] | [0.3873031461213538, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.029988143044413985;4;1802
[0.47565339049971356, 0.7946117562887003] | [0.8746863832374483, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.025666070721253476;3;1048
[0.06418399517970604, 0.3755131512240121] | [0.25050483560256553, 0.7479845601856003];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.08260157428491913;9;3980
[0.629896941494178, 0.8111215189615025] | [0.8746863832374483, 0.7622446195565274];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1368683772161605E-13;0.1332481675129181;8;502
[0.49427781494209233, 0.0] | [0.6251700970468878, 0.44307402195594603];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.018267038172410138;3;2250
[0.6249731705907376, 0.14793212602745734] | [0.24555871171828442, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.03473329983174175;5;2928
[0.44008865886840604, 0.6862075148975081] | [0.7498080906558633, 0.2470284403278869];java.awt.Color[r=229,g=178,b=146];2.992291881294242E-121;1.1101402879601634E-118;0.03334809029174872;5;3150
[1.0, 0.4381681211056917] | [0.2509213302569842, 0.4363000795201768];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.1218576268739928;14;2658
[0.56190910771856, 0.43938214545224563] | [0.5564684803807799, 0.4420887651847461];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.07020138963873693;4;354
[0.06418399517970604, 0.08872364126887736] | [0.25050483560256553, 0.875463290762907];java.awt.Color[r=255,g=255,b=255];2.9755359416240424E-110;1.0007719216995551E-107;0.05736298863437197;8;328
[0.1877030438510175, 0.4380089799965215] | [0.46056482900949597, 0.3782848703031481];java.awt.Color[r=229,g=178,b=146];1000.0;8.17111919296098E-70;0.4770925602202969;13;474
[0.43710601271063143, 0.9611535366152306] | [0.6882683023151234, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];6.513477797776388E-256;5.0522876118085624E-253;0.021691984201612266;3;4948
[0.5106556627440246, 0.5815164770844725] | [0.5675784098303271, 0.6238950647948012];java.awt.Color[r=255,g=0,b=0];1.6904581290575046E-78;3.989484195340568E-76;0.1483118946841884;3;92
[1.0, 0.37091174952597283] | [0.0, 1.0];java.awt.Color[r=0,g=0,b=0];7.429614656569654E-26;6.265641693707074E-24;0.04145336423671637;9;15006
[0.43710601271063143, 0.625051837535084] | [0.03139377963846718, 1.0];java.awt.Color[r=229,g=178,b=146];2.0478160197531786E-287;1.7822825774571468E-284;0.03797527849907789;5;4424
[0.0, 0.12397437257762924] | [0.12631687010869974, 0.4551823539439761];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04071832798693849;5;958
[0.623336917211467, 0.5015318299952553] | [0.626178736117557, 0.9872491836064591];java.awt.Color[r=0,g=0,b=255];1.3401371628509503E-281;1.1409034379737757E-278;0.01608799888155793;1;1062
[0.14819296604865845, 0.18774618662386128] | [1.0, 0.7515036699477419];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683773496487E-13;0.13728554876299004;6;242
[1.0, 0.8771388463053067] | [0.4308155331610926, 0.18655718532687335];java.awt.Color[r=255,g=255,b=255];8.006341960196128E-196;4.761104696677358E-193;0.09798016498593709;8;732
[0.0, 0.6257518828436619] | [0.0, 0.12525002761248727];java.awt.Color[r=255,g=0,b=0];8.732990952950892E-294;7.760717960189028E-291;0.06471063211393621;7;1866
[0.4365808620510186, 0.5165811461822589] | [0.6188171103691904, 0.6954254531579847];java.awt.Color[r=0,g=0,b=255];126.62181018068378;385.53106132037624;0.008811012917863995;5;156
[0.30391558032355137, 0.18932320874264075] | [0.3111829335466709, 0.336414914440069];java.awt.Color[r=229,g=178,b=146];0.02462022880397859;0.33762518871673164;0.09491140719436594;2;84
[0.43615871227659964, 0.18897059326415266] | [0.31439894324699996, 0.8121981070805397];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.03977145794708592;3;2850
[0.2482728203429935, 0.18897059326415266] | [0.186327145728851, 0.8721189046421605];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.048087874531949557;6;940
[0.56190910771856, 0.44328736996674256] | [0.5624360859581532, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.13616868052399436;8;340
[0.8754751783750871, 0.7289654386962866] | [0.5637214653370591, 0.6945178947374906];java.awt.Color[r=0,g=0,b=255];1000.0;4.226462379124948E-66;0.10051539618505147;6;470
[0.2476682062483233, 0.0] | [0.686349065990159, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.0271551506801324;5;1860
[0.0, 0.6376780845515471] | [0.046135263839140676, 1.0];java.awt.Color[r=255,g=255,b=0];5.867391239935065E-31;5.847833269135279E-29;0.032523928051568174;7;14104
[0.3112310957303, 0.0] | [0.3750580336202738, 0.31930699935972834];java.awt.Color[r=229,g=178,b=146];4.752033315370291E-284;4.075819672714636E-281;0.023116375212056398;1;386
[0.7005893120391722, 0.7369944039844165] | [0.20320990718776172, 0.3137844664772133];java.awt.Color[r=229,g=178,b=146];999.9999469422539;0.0011495846021092881;0.11436845222580397;3;116
[0.5316325584483238, 0.6257304088350311] | [0.7499531894524468, 0.696132555815641];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.136868377377445E-13;0.09299261790566668;3;134
[0.806318136016719, 0.4381681211056917] | [0.2509213302569842, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];1.5801252454471164E-154;7.442389906055927E-152;0.015315870296767023;2;3612
[1.0, 0.6893357495982683] | [0.0, 0.7807088386800568];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.041362508543521866;9;5422
[0.6047251573914179, 0.8096808174690469] | [0.12019651831069986, 0.0];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.059853043804670075;6;548
[0.188404914159064, 0.43799110378798667] | [0.14599836546345274, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.01894926704548726;3;4638
[0.8748768582371576, 1.0] | [0.2094056412010952, 0.4354687281231];java.awt.Color[r=0,g=0,b=255];7.190517334234051E-73;1.6178664002026615E-70;0.06328348118252013;8;672
[0.0, 1.0] | [0.0, 0.12525002761248727];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.07495811155647443;8;2780
[0.1872224673215863, 0.0] | [1.0, 0.7524606513733549];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.046446060352408274;4;974
[0.6930337164582995, 0.5402973332156553] | [0.25721680255185053, 0.3102052187771092];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1369153300630585E-13;0.10077659583282533;3;174
[0.12297989151188139, 0.056548310321676676] | [1.0, 0.3859983526374669];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.04514592719833547;4;910
[0.629896941494178, 0.8111215189615025] | [0.8746863832374483, 0.7521070897764082];java.awt.Color[r=229,g=178,b=146];1000.0;2.862438543907826E-66;0.28218349253899655;16;478
[0.12297989151188139, 0.050200960945321865] | [1.0, 0.3859983526374669];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05874476414231801;5;980
[0.9279480108331806, 0.8130708492262897] | [0.18540872801498381, 0.025450518522177976];java.awt.Color[r=255,g=255,b=255];1000.0;2.711988687511787E-115;0.1197787857225329;8;394
[0.31107344421822114, 0.2518429793156837] | [0.9319059532110164, 0.789085484706345];java.awt.Color[r=229,g=178,b=146];1000.0;6.044709329712127E-143;0.23719059803169645;6;160
[0.3749232929809793, 0.4372436416042886] | [0.43490077351699924, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;7.624634729758585E-71;0.03881460503330178;2;512
[0.7314468118545209, 0.6285208530073748] | [0.6259941496176444, 0.6850621453396389];java.awt.Color[r=0,g=0,b=255];1000.0;7.11469915903233E-72;0.09845100661477564;7;138
[0.5002652228322662, 0.5620860733883264] | [0.1903129565274948, 0.8150044155466079];java.awt.Color[r=255,g=255,b=255];1.725700232266655E-205;1.0756864781128808E-202;0.2112097604113399;18;770
[0.7932298514564669, 0.6306268766683735] | [0.31270693629608376, 0.37249890313974654];java.awt.Color[r=0,g=0,b=255];1000.0;3.949320285213356E-33;0.045847273396137034;3;172
[1.0, 0.44443029300976367] | [0.2509213302569842, 0.4258906653342812];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.017236242198699323;2;2062
[0.33174656898823207, 0.5071887883152408] | [0.3128188015990355, 0.4209284120332097];java.awt.Color[r=139,g=69,b=19];4.0850166852651775E-42;5.1743544680025605E-40;0.0350843474096271;3;364
[0.18688083665113953, 0.3755131512240121] | [0.186327145728851, 0.8744780628880637];java.awt.Color[r=255,g=255,b=255];1.496796426440057E-140;6.421256669427855E-138;0.06158511753022547;7;2668
[0.5630746052734756, 0.7221087471382788] | [0.3779256169021998, 0.6214658913808904];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.02845906772315114;3;802
[0.1985640823285472, 0.51845395038014] | [0.37283072829155406, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.030883988938090738;4;4220
[0.3183465945887515, 0.6854339685958087] | [0.3038075033402077, 0.2578991720745642];java.awt.Color[r=229,g=178,b=146];2.5533699019764687E-146;1.1366058905518971E-143;0.04789139280863199;3;338
[0.1985640823285472, 0.8759908997513834] | [0.38673726128946323, 0.8005630627029349];java.awt.Color[r=139,g=69,b=19];6.902896640864688E-73;1.5577536752884616E-70;0.020507238769607652;4;5702
[0.43878793191234317, 0.6862075148975081] | [0.7498080906558633, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];5.77208794716019E-253;4.421419367524707E-250;0.03334595461639295;5;2160
[0.0, 0.124649308756825] | [0.31316168724365034, 0.6831982639534001];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.07971710806075531;6;878
[0.26696315908143026, 0.17646397228976346] | [0.7513282756310383, 0.7129643971440411];java.awt.Color[r=229,g=178,b=146];511.6243062768409;555.2084289676504;0.0012448692512503309;1;60
[0.2520487384095857, 0.2430573099681667] | [0.754391273586984, 0.6744999002876937];java.awt.Color[r=229,g=178,b=146];869.6807693859014;389.04721687796194;0.05487129935988195;1;6
[0.5630746052734756, 0.4384683564953854] | [0.5623569630721887, 0.4420887651847461];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.12684907575634052;7;310
[0.18755201303510696, 0.0] | [0.10663895952486685, 0.2520996152246517];java.awt.Color[r=255,g=255,b=255];1000.0;3.9833208475657474E-73;0.06492719086641298;6;538
[0.6249731705907376, 0.0] | [0.11264997186942742, 0.25268678801309324];java.awt.Color[r=229,g=178,b=146];3.3476892690511956E-84;8.692833135302923E-82;0.0483025109275403;6;1706
[1.0, 0.5852007584077925] | [0.12374760327567719, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.08479447311150824;10;1000
[0.93838748982274, 0.8806755951268586] | [0.12561532051926178, 0.1902963604688874];java.awt.Color[r=255,g=255,b=255];999.9999969056726;7.942107093075428E-5;0.2585516944921706;7;76
[0.41759477347272483, 0.5610394157201141] | [0.8102892752475762, 0.9121304053170219];java.awt.Color[r=255,g=0,b=0];6.873199565724157E-119;2.501844641923591E-116;0.08091153425709612;6;278
[0.33174656898823207, 0.5259968444122912] | [0.3128188015990355, 0.4209284120332097];java.awt.Color[r=139,g=69,b=19];5.762140521462327E-46;7.970961054689555E-44;0.0818905907948837;9;370
[0.044401233192363915, 0.25115679180414513] | [0.9637934029988666, 0.6942492334787373];java.awt.Color[r=0,g=0,b=0];8.662016356713295E-141;3.716005017030009E-138;0.05712205821173727;7;1040
[0.30556409416855834, 0.12407723355017708] | [0.37064386357524726, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];359.9999999999999;480.0000000000012;0.030370762431697625;4;248
[1.0, 0.8752365727717083] | [0.4368988682839832, 0.18420239629970153];java.awt.Color[r=139,g=69,b=19];999.9999681653555;7.109737258227274E-4;0.016952349344612108;1;608
[0.8748768582371576, 1.0] | [0.19560379190869304, 0.4354687281231];java.awt.Color[r=0,g=0,b=255];7.826095559931242E-76;1.831306361023911E-73;0.04947668096478227;7;598
[0.93838748982274, 1.0] | [0.12561532051926178, 0.30354828417734897];java.awt.Color[r=255,g=255,b=255];1.217117862694809E-77;2.92514046491194E-75;0.062477719303524006;2;222
[0.5626746434969652, 0.0] | [0.18724135852004758, 0.0];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.0721672092585715;8;2020
[0.6930337164582995, 0.5330378195928297] | [0.25721680255185053, 0.3102052187771092];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368921138507314E-13;0.04873714514821055;2;142
[0.0, 1.0] | [1.0, 0.8742465449197099];java.awt.Color[r=139,g=69,b=19];9.703592368624514E-29;9.024340902820795E-27;0.04998032802703342;6;2138
[0.25432662466551814, 0.16147483777219945] | [0.24727324510331236, 0.2626037108454689];java.awt.Color[r=139,g=69,b=19];557.62697095168;586.5006001561601;0.03434511864155268;1;26
[0.3099150026964219, 0.3777933548932867] | [0.35423196288182157, 0.3712686022518501];java.awt.Color[r=139,g=69,b=19];0.0023509249228799984;0.02586017415167999;0.07220554308467854;3;32
[1.0, 0.5572022154158826] | [0.12374760327567719, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07510016905845768;8;968
[0.18755201303510696, 0.0] | [0.0, 0.2520996152246517];java.awt.Color[r=255,g=255,b=255];1000.0;2.5111006365849883E-114;0.07038352696751522;7;844
[0.43878793191234317, 0.8059660445054542] | [0.7011629286841318, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];3.984524611927601E-63;7.822950252346772E-61;0.043277360802116596;6;2540
[0.18863659189865017, 0.12425950232230126] | [0.43805568925368477, 0.24589516461779215];java.awt.Color[r=139,g=69,b=19];455.9999808991228;544.0003883858303;0.06609167050094066;12;242
[0.31740569534892327, 0.43709117817862814] | [0.6250072901621162, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1369023711135116E-13;0.08717487858878066;6;640
[0.0, 0.0639565361191675] | [0.31423625764453855, 0.21592778553992206];java.awt.Color[r=255,g=255,b=255];999.9981045781676;0.03222300271625332;0.08651295912623647;2;114
[1.0, 0.0] | [0.12374760327567719, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.058242719501453454;7;2062
[0.5661838134912014, 0.6242221787449298] | [0.12316497766438488, 0.31815047992803025];java.awt.Color[r=255,g=0,b=0];1000.0;2.7278615502553765E-30;0.12213968057408296;5;152
[0.5630746052734756, 0.69048313920153] | [0.37589655925623133, 0.6214658913808904];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.06443747941400324;6;556
[0.33174656898823207, 0.5071887883152408] | [0.3128188015990355, 0.4400267808119556];java.awt.Color[r=139,g=69,b=19];2.090487617444836E-48;3.0451436294113126E-46;0.055378815488681524;5;350
